,Loss
0,0.00020341845811344683
1,0.00020317129383329302
2,0.00020231220696587116
3,0.0002021286345552653
4,0.00020181182480882853
5,0.000201352420845069
6,0.0002013751509366557
7,0.0002013691555475816
8,0.0002012444456340745
9,0.0002018117083935067
10,0.00020229854271747172
11,0.00020299591415096074
12,0.00020444618712645024
13,0.00020629161735996604
14,0.0002089909976348281
15,0.00021299712534528226
16,0.00021833181381225586
17,0.00022599101066589355
18,0.00023625724134035408
19,0.0002503420109860599
20,0.0002687937521841377
21,0.00029414339223876595
22,0.0003248396096751094
23,0.0003635559696704149
24,0.00040510433609597385
25,0.00044823219650425017
26,0.00048094469821080565
27,0.0004987631691619754
28,0.0004869709082413465
29,0.0004465232777874917
30,0.0003790886839851737
31,0.00030384454294107854
32,0.0002387101558269933
33,0.00019969933782704175
