,Loss
0,0.0002374542091274634
1,0.00026175504899583757
2,0.00028975572786293924
3,0.0003236775519326329
4,0.0003950694517698139
5,0.0004650296759791672
6,0.0004889899282716215
7,0.00031454366398975253
8,0.000275463389698416
9,0.0003383419243618846
10,0.0003235786862205714
11,0.0003198827034793794
12,0.0003035003610420972
13,0.0002655079879332334
14,0.0002819861110765487
15,0.00027600189787335694
16,0.00022618629736825824
17,0.00025909964460879564
18,0.00027655481244437397
19,0.00022650777827948332
20,0.0002508187899366021
21,0.00025772119988687336
22,0.00021596862643491477
23,0.00023262064496520907
24,0.0002363325038459152
25,0.00021544024639297277
26,0.00022914311557542533
27,0.00023054948542267084
28,0.00021761756215710193
29,0.00022461303160525858
30,0.00022041834017727524
31,0.00021118707081768662
32,0.0002184446348110214
33,0.00021308944269549102
34,0.00020971788035240024
35,0.00021772181207779795
36,0.0002108589542331174
37,0.0002098242548527196
38,0.00021437255782075226
39,0.00020732056873384863
40,0.00020727196533698589
41,0.0002095778181683272
42,0.00020527934248093516
43,0.00020606575708370656
44,0.00020749868417624384
45,0.0002050285693258047
46,0.00020558899268507957
47,0.00020591098291333765
48,0.00020378216868266463
49,0.00020424115064088255
50,0.00020384932577144355
51,0.00020218963618390262
52,0.00020306931401137263
53,0.00020246252825018018
54,0.00020145998860243708
55,0.00020238330762367696
56,0.00020165940804872662
57,0.00020098873937968165
58,0.00020148762268945575
59,0.00020076877262908965
60,0.00020023639081045985
61,0.00020038426737301052
62,0.0001998207881115377
