,Loss
0,0.0003205309039913118
1,0.000320794788422063
2,0.00032097462099045515
3,0.00032045861007645726
4,0.00031902294722385705
5,0.00031672758632339537
6,0.00031436761491931975
7,0.0003125336952507496
8,0.00031139669590629637
9,0.00031102230423130095
10,0.0003112150589004159
11,0.0003114818246103823
12,0.0003115034196525812
13,0.0003112703561782837
14,0.00031092672725208104
15,0.0003109235258307308
16,0.000311633397359401
17,0.0003133385325782001
18,0.000316202495014295
19,0.00032054001349024475
20,0.00032547381124459207
21,0.0003310214669909328
22,0.00033449375769123435
23,0.00033576012356206775
24,0.00033110141521319747
25,0.000322835665429011
26,0.0003125192306470126
27,0.0003050282539334148
28,0.00030248475377447903
29,0.0003044464683625847
30,0.0003082439652644098
31,0.00031077684252522886
32,0.0003105301584582776
33,0.0003072258841712028
34,0.00030297483317553997
35,0.0002998280106112361
