,Loss
0,0.0004021538479719311
1,0.0005309509579092264
2,0.0005892972112633288
3,0.0005423596012406051
4,0.00042533333180472255
5,0.00033792221802286804
6,0.00032922180253081024
7,0.00038195328670553863
8,0.0004379992897156626
9,0.0004460821219254285
10,0.0004068022535648197
11,0.0003503680636640638
12,0.0003184457600582391
13,0.0003248719731345773
14,0.00035334008862264454
15,0.0003766232111956924
16,0.00037561103818006814
17,0.0003535831347107887
18,0.0003267958527430892
19,0.0003122792695648968
20,0.00031531736021861434
21,0.0003287446452304721
22,0.0003402644651941955
23,0.00034100908669643104
24,0.0003313411434646696
25,0.0003179008490405977
26,0.0003089572419412434
27,0.00030820758547633886
28,0.00031370800570584834
29,0.0003200907085556537
30,0.0003223580133635551
31,0.00031945802038535476
32,0.00031332363141700625
33,0.0003075501590501517
34,0.000304908724501729
35,0.0003057405410800129
36,0.0003084954805672169
37,0.00031092468998394907
38,0.00031136212055571377
39,0.0003096202271990478
40,0.00030672483262605965
41,0.0003041190793737769
42,0.0003027560014743358
43,0.0003027526836376637
44,0.0003036095586139709
45,0.0003045785706490278
46,0.000304999208310619
47,0.0003046686470042914
48,0.00030365074053406715
49,0.00030236627208068967
50,0.0003012458619195968
51,0.0003005637845490128
52,0.00030039544799365103
53,0.00030058989068493247
54,0.0003008533676620573
55,0.000300985062494874
56,0.00030085546313785017
57,0.0003004614554811269
58,0.00029989401809871197
