,Loss
0,0.00031436115386895835
1,0.0003127525851596147
2,0.0003126470255665481
3,0.0003137335297651589
4,0.0003144172951579094
5,0.00031407963251695037
6,0.0003131873090751469
7,0.000311877898639068
8,0.00030998929287306964
9,0.0003079574671573937
10,0.00030616819276474416
11,0.0003046704805456102
12,0.0003033815009985119
13,0.0003023829485755414
14,0.00030181504553183913
15,0.00030160037567839026
16,0.00030145104392431676
17,0.00030125599005259573
18,0.00030108922510407865
19,0.0003009392530657351
20,0.00030074527603574097
21,0.0003004865429829806
22,0.0003001428267452866
23,0.00029964977875351906
